simplified_chinese,traditional_chinese,pinyin_latin,pinyin_zhuyin,pinyin_vietnamese,level,vietnamese_meaning,chinese_explanation,example_sentence_chinese,example_sentence_pinyin,example_sentence_vietnamese,grammar_pattern,related_compounds,radical_info,stroke_count,stroke_order,popularity
促销,促銷,cùxiāo,ㄘㄨˋㄒㄧㄠ,xúc tiêu,,xúc tiến; kích cầu; khuyến mãi; thúc đẩy bán hàng; kích thích tiêu dùng,促销就是营销者向消费者传递有关本企业及产品的各种信息，说服或吸引消费者购买其产品，以达到扩大销售量的目的的一种活动。【促銷就是營銷者嚮消費者傳遞有關本企業及産品的各種信息，説服或吸引消費者購買其産品，以達到擴大銷售量的目的的一種活動。】,这家超市经常进行促销。【這傢超市經常進行促銷。】,zhè jiā chāoshì jīngcháng jìnxíng cùxiāo.,Siêu thị này thường chạy khuyến mãi.,,促销部【促銷部】XÚC TIÊU BỘ; 促销价【促銷價】XÚC TIÊU GIÁ; 促销费【促銷費】XÚC TIÊU PHÍ; 促销表【促銷錶】XÚC TIÊU BIỂU; 打折【打摺】ĐẢ CHIẾT,NHÂN 人Số nét: 9,9,ノ丨丨フ一丨一ノ丶,
粗心,做事馬虎；不仔細,cūxīn,ㄘㄨㄒㄧㄣ,thô tâm,,sơ ý; khinh suất; thờ ơ; hờ hững; cẩu thả; sao lãng,（做事）马虎；不仔细【做事馬虎；不仔細】,他因为粗心犯了错误。【他因為粗心犯了錯誤。】,tā yīnwèi cūxīn fànle cuòwù.,Anh ấy đã mắc lỗi vì cẩu thả.,Chủ ngữ + Phó từ + 粗心,粗心大意THÔ TÂM ĐẠI Ý; 仔细【仔細】TỂ TẾ; 谨慎【謹慎】CẨN THẬN; 小心TIỂU TÂM; 细心【細心】TẾ TÂM,MỄ 米Số nét: 11,11,丶ノ一丨ノ丶丨フ一一一,
措施,為解決某一問題而採取的辦法多用於較大的事情,cuòshī,ㄘㄨㄛˋㄕ,thố thi,,biện pháp; giải pháp; phương sách; cách xử trí; cách tiến hành,为解决某一问题而采取的办法（多用于较大的事情）【為解決某一問題而採取的辦法多用於較大的事情】,这些措施旨在防止暴力犯罪。【這些措施旨在防止暴力犯罪。】,zhèxiē cuòshī zhǐ zài fángzhǐ bàolì fànzuì.,Những biện pháp này nhằm mục đích ngăn chặn tội phạm.,采取措施 + 以/来 ... ...,采取措施【採取措施】THẢI THỦ THỐ THI.THÍ; 纠正措施【糾正措施】CỦ CHÍNH THỐ THI.THÍ; 预防措施【預防措施】DỰ PHÒNG THỐ THI.THÍ; 安全措施AN TOÀN THỐ THI.THÍ; 设施【設施】THIẾT THI.THÍ,THỦ 手Số nét: 11,11,一丨一一丨丨一丨フ一一,
答案,對問題所做的解答,dá'àn,ㄉㄚˊㄢˋ,đáp án,,đáp án; câu trả lời; lời giải,对问题所做的解答【對問題所做的解答】,老师把答案写在黑板上。【老師把答案寫在黑闆上。】,lǎoshī bǎ dá'àn xiě zài hēibǎn shàng.,Giáo viên viết câu trả lời lên bảng.,Động từ + 答案,问题【問題】VẤN ĐỀ; 题目【題目】ĐỀ MỤC; 谜底【謎底】MÊ ĐỂ,TRÚC 竹Số nét: 12,12,ノ一丶ノ一丶ノ丶一丨フ一,
大巴,大型公共汽車,dàbā,ㄉㄚˋㄅㄚ˙,đại ba,,xe buýt; xe khách; xe đò,大型公共汽车【大型公共汽車】,这辆大巴很挤。【這輛大巴很擠。】,zhè liàng dàbā hěn jǐ.,Xe buýt này rất đông.,,大巴车【大巴車】ĐẠI BA XA,ĐẠI 大Số nét: 3,3,一ノ丶,
打败,打敗,dǎbài,ㄉㄚˇㄅㄞˋ,đả bại,,đánh bại; đánh thắng (kẻ thù); bại trận; thua trận; bị đánh bại,战胜（对方）【戰勝對方】,她努力打败挑战者了。【她努力打敗挑戰者了。】,tā nǔlì dǎbài tiǎozhàn zhěle.,Cô ấy đã nỗ lực đánh bại người thách đấu.,A + 被 + B + 打败,打败仗【打敗仗】ĐẢ BẠI TRƯỢNG; 战胜【戰勝】CHIẾN THẮNG; 战败【戰敗】CHIẾN BẠI; 击败【擊敗】KÍCH BẠI; 打倒ĐẢ ĐẢO,THỦ 手Số nét: 5,5,一丨一一丨,
打折,打摺,dǎzhé,ㄉㄚˇㄓㄜˊ,đả chiết,,giảm giá; chiết khấu,商品按原价的一定比率降价出售；比喻没有百分之百地按原来的标准或承诺去做。【商品按原價的一定比率降價齣售；比喻沒有百分之百地按原來的標準或承諾去做。】,这些书打折吗？【這些書打摺嗎】,zhèxiē shū dǎzhé ma?,Những cuốn sách này có giảm giá không?,,打折扣【打摺釦】ĐẢ CHIẾT KHẤU; 打折活动【打摺活動】ĐẢ CHIẾT HOẠT ĐỘNG; 涨价【漲價】TRƯỚNG GIÁ; 加价【加價】GIA GIÁ; 便宜TIỆN NGHI,THỦ 手Số nét: 5,5,一丨一一丨,
大规模,大規模,dà guīmó,ㄉㄚˋㄍㄨㄟㄇㄛˊ,đại quy mô,,quy mô lớn,形容事物的范围广大。【形容事物的範圍廣大。】,他们计划大规模生产产品。【他們計劃大規模生産産品。】,tāmen jìhuà dà guīmó shēngchǎn chǎnpǐn.,Họ dự định sản xuất sản phẩm quy mô lớn.,,,ĐẠI 大Số nét: 3,3,一ノ丶,
大楼,大樓,dàlóu,ㄉㄚˋㄌㄡˊ,đại lâu,,cao ốc; nhà cao tầng,有多层的楼房，可用于住家和办公【有多層的樓房，可用於住傢和辦公】,大楼的设计非常现代。【大樓的設計非常現代。】,dàlóu de shèjì fēicháng xiàndài.,Thiết kế tòa nhà cao tầng rất hiện đại.,大楼 + 被 + Động từ,百货大楼【百貨大樓】BÁCH HÓA ĐẠI LÂU; 公寓大楼【公寓大樓】CÔNG NGỤ ĐẠI LÂU; 摩天大楼【摩天大樓】MA THIÊN ĐẠI LÂU; 机场大楼【機場大樓】CƠ TRƯỜNG ĐẠI LÂU; 大厦【大廈】ĐẠI HẠ,ĐẠI 大Số nét: 3,3,一ノ丶,
大多,大部分;大多數,dàduō,ㄉㄚˋㄉㄨㄛ,đại đa,,đại thể; đa số; phần lớn; đại bộ phận,大部分; 大多数【大部分;大多數】,我们大多在家吃饭。【我們大多在傢吃/喫飯。】,wǒmen dàduō zàijiā chīfàn.,Phần lớn chúng tôi ăn cơm ở nhà.,,大多数【大多數】ĐẠI ĐA SỔ; 绝大多数【絕大多數】TUYỆT ĐẠI ĐA SỔ; 小时【小時】TIỂU THÌ; 连续【連續】LIÊN TỤC; 很多NGẬN ĐA,ĐẠI 大Số nét: 3,3,一ノ丶,
大方,有專門學問的人,dàfāng,ㄉㄚˋㄈㄤ,đại phương,,"học giả; chuyên gia; chè Đại Phương; trà Đại Phương (một loại trà ở An Huy và tỉnh Chiết Giang, Trung Quốc.)",有专门学问的人【有專門學問的人】,在这方面您是大方之家。【在這方麵您是大方之傢。】,zài zhè fāngmiàn nín shì dàfāng zhī jiā.,"Trong lĩnh vực này, ngài là một chuyên gia.",,大方县【大方縣】ĐẠI PHƯƠNG HUYỆN; 不大方BẤT ĐẠI PHƯƠNG; 大方席ĐẠI PHƯƠNG TỊCH; 大大方方ĐẠI ĐẠI PHƯƠNG PHƯƠNG; 小气【小氣】TIỂU KHÍ,ĐẠI 大Số nét: 3,3,一ノ丶,
大哥,傢裡/裏最大的哥哥,dàgē,ㄉㄚˋㄍㄜ,đại ca,,anh cả; anh trưởng; anh hai; đại ca (xã hội),家里最大的哥哥【傢裡/裏最大的哥哥】,我的大哥今年三十岁。【我的大哥今年三十歲。】,wǒ de dàgē jīnnián sānshí suì.,Anh cả của tôi năm nay 30 tuổi.,,大哥大ĐẠI CA ĐẠI; 老大哥LÃO ĐẠI CA; 小弟TIỂU ĐỆ; 老大LÃO ĐẠI; 大佬ĐẠI LÃO,ĐẠI 大Số nét: 3,3,一ノ丶,
大会,大會,dàhuì,ㄉㄚˋㄏㄨㄟˋ,đại hội,,đại hội; hội nghị,国家机关、团体等召开的体会议【國傢機關、團體等召開的體會議】,年度总结大会很重要。【年度總結大會很重要。】,niándù zǒngjié dàhuì hěn zhòngyào.,Đại hội tổng kết năm rất quan trọng.,,庆祝大会【慶祝大會】KHÁNH CHÚC ĐẠI HỘI; 股东大会【股東大會】CỔ ĐÔNG ĐẠI HỘI; 批斗大会【批鬥大會】PHÊ ĐẤU ĐẠI HỘI; 年度大会【年度大會】NIÊN ĐỘ ĐẠI HỘI,ĐẠI 大Số nét: 3,3,一ノ丶,
大姐,年齡最大的姐姐。,dàjiě,ㄉㄚˋㄐㄧㄝ˙,đại thư,,chị cả (trong gia đình),年龄最大的姐姐。【年齡最大的姐姐。】,我家大姐最会做饭了。【我傢大姐最會做飯了。】,wǒjiā dàjiě zuì huì zuòfàn le.,Chị cả nhà tôi nấu ăn giỏi nhất.,,大姐头【大姐頭】ĐẠI THƯ.TẢ ĐẦU; 花大姐HOA ĐẠI THƯ.TẢ; 大嫂ĐẠI TẨU,ĐẠI 大Số nét: 3,3,一ノ丶,
打雷,陰雨天氣雲層放電時髮/發齣鉅響,dǎléi,ㄉㄚˇㄌㄟˊ,đả lôi,,có sấm; sét đánh; sấm nổ,阴雨天气云层放电时发出巨响【陰雨天氣雲層放電時髮/發齣鉅響】,打雷了，大家快回家吧！【打雷了，大傢快迴傢吧】,"dǎléile, dàjiā kuài huí jiā ba!","Có sấm rồi, mọi người mau về nhà đi!",,天打雷轰【天打雷轟】THIÊN ĐẢ LÔI OANH.HOANH; 天打雷劈THIÊN ĐẢ LÔI PHÁCH,THỦ 手Số nét: 5,5,一丨一一丨,
大陆,大陸,dàlù,ㄉㄚˋㄌㄨˋ,đại lục,,đại lục; lục địa; đại lục; Trung quốc (thường chỉ lãnh thổ Trung Quốc),广大的陆地【廣大的陸地】,这片大陆气候多样。【這片大陸氣候多樣。】,zhè piàn dàlù qìhòu duōyàng.,Lục địa này có khí hậu đa dạng.,,大陆妹【大陸妹】ĐẠI LỤC MUỘI; 大陆架【大陸架】ĐẠI LỤC GIÁ; 大陆性【大陸性】ĐẠI LỤC TÍNH; 新大陆【新大陸】TÂN ĐẠI LỤC; 海洋HẢI DƯƠNG,ĐẠI 大Số nét: 3,3,一ノ丶,
大妈,大媽,dàmā,ㄉㄚˋㄇㄚ,đại ma,,bác gái; bác; bà bác,伯母,大妈做的饭非常好吃。【大媽做的飯非常好吃/喫。】,dàmā zuò de fàn fēicháng hǎo chī.,Món ăn do bác gái nấu rất ngon.,,老大妈【老大媽】LÃO ĐẠI MA; 老妈【老媽】LÃO MA; 大娘【大孃】ĐẠI NƯƠNG; 姨娘【姨孃】DI NƯƠNG; 姆妈【姆媽】MỖ MA,ĐẠI 大Số nét: 3,3,一ノ丶,
打扫,打掃,dǎsǎo,ㄉㄚˇㄙㄠˇ,đả tảo,,quét; quét dọn; dọn dẹp; thu dọn; quét tước,扫除;清理【掃除;清理】,他们正在打扫屋子。【他們正在打掃屋子。】,tāmen zhèngzài dǎsǎo wūzi.,Bọn họ đang dọn dẹp căn nhà.,打扫 + 得 + Phó từ + Tính từ,打扫清洁【打掃清潔】ĐẢ TẢO THANH KHIẾT; 打扫卫生【打掃衛生】ĐẢ TẢO VỆ SINH.SANH; 打理ĐẢ LÍ; 清扫【清掃】THANH TẢO; 扫除【掃除】TẢO TRỪ,THỦ 手Số nét: 5,5,一丨一一丨,
大型,規模大、體積大,dàxíng,ㄉㄚˋㄒㄧㄥˊ,đại hình,,cỡ lớn; kiểu to; lớn; khổng lồ; quan trọng,规模大、体积大【規模大、體積大】,这是一座大型商场。【這是一座大型商場。】,zhè shì yīzuò dàxíng shāngchǎng.,Đây là một trung tâm thương mại lớn,大型 + Danh từ (活动/表演/工程/...）,大型锅炉【大型鍋爐】ĐẠI HÌNH OA LÔ; 大型帆船ĐẠI HÌNH PHÀM THUYỀN; 大型褐藻ĐẠI HÌNH HẠT TẢO; 大型土锅【大型土鍋】ĐẠI HÌNH THỔ OA; 小型TIỂU HÌNH,ĐẠI 大Số nét: 3,3,一ノ丶,
大爷,大爺,dàyé,ㄉㄚˋㄧㄝ˙,đại gia,,"ông lớn; cụ lớn (chỉ những người có tính kiêu ngạo, không thích lao động)",指不好劳动、傲慢任性的男子; 尊称年长的男子【指不好勞動、傲慢任性的男子;尊稱年長的男子】,那个大爷不喜欢干活。【那個大爺不喜歡幹活。】,nàgè dàyé bù xǐhuan gàn huó.,Ông lớn kia không thích làm việc.,,老大爷【老大爺】LÃO ĐẠI GIA,ĐẠI 大Số nét: 3,3,一ノ丶,
打针,打針,dǎzhēn,ㄉㄚˇㄓㄣ,đả châm,,chích; tiêm; tiêm thuốc,把液体药物用注射器注射到有机体内【把液體藥物用註射器註射到有機體內】,一听到打针她就害怕。【一聽到打針她就害怕。】,yī tīng dào dǎzhēn tā jiù hàipà,Hễ nghe tới tiêm là cô ấy sợ hãi.,给 + Người/ Vật + 打针,扎针【紮針】TRÁT CHÂM,THỦ 手Số nét: 5,5,一丨一一丨,
大众,大眾/衆,dàzhòng,ㄉㄚˋㄓㄨㄥˋ,đại chúng,,quần chúng; đại chúng; dân chúng; công chúng,群众;民众【群/羣眾/衆;民眾/衆】,大众对这个话题讨论热烈。【大眾/衆對這個話題討論熱烈。】,dàzhòng duì zhège huàtí tǎolùn rèliè.,Dân chúng thảo luận sôi nổi về chủ đề này.,,大众化【大眾/衆化】ĐẠI CHÚNG HÓA; 大众部【大眾/衆部】ĐẠI CHÚNG BỘ; 普罗大众【普羅大眾/衆】PHỔ LA ĐẠI CHÚNG; 大众汽车【大眾/衆汽車】ĐẠI CHÚNG KHÍ XA; 个人【個人】CÁ NHÂN,ĐẠI 大Số nét: 3,3,一ノ丶,
戴,把東西放在頭、臉手、等地方，起預防、裝飾等作用。,dài,ㄉㄞˋ,đái,,đội; đeo; cài; mang; đội; yêu mến; kính trọng; họ Đới,把东西放在头、脸手、等地方，起预防、装饰等作用。【把東西放在頭、臉手、等地方，起預防、裝飾等作用。】,他戴着耳机听音乐。【他戴著耳機聽音樂。】,tā dàizhe ěrjī tīng yīnyuè.,Anh ấy đang đeo tai nghe nghe nhạc.,Chủ ngữ + 戴着 + Tân ngữ ...,爱戴【愛戴】ÁI ĐÁI; 佩戴BỘI ĐÁI; 穿戴XUYÊN ĐÁI; 戴上ĐÁI THƯỢNG; 摘TRÍCH,QUA 戈Số nét: 17,17,一丨一丨フ一丨一一丨丨一ノ丶フノ丶,
袋,(袋兒)口袋,dài,ㄉㄞˋ,đại,,cái túi; túi; nang; nải; túi; bao; gói; bao; gói (dùng cho thuốc lá),(袋儿) 口袋【(袋兒)口袋】,她把手伸进袋里拿东西。【她把手伸進袋裡/裏拿東西。】,tā bǎshǒu shēn jìn dài lǐ ná dōngxi.,Cô ấy đưa tay vào trong túi lấy đồ.,,口袋KHẨU ĐẠI; 袋子ĐẠI TỬ; 麻袋MA ĐẠI; 袋鼠ĐẠI THỬ,Y 衣Số nét: 11,11,ノ丨一フ丶丶一ノフノ丶,
代替,以甲換乙，起乙的作用,dàitì,ㄉㄞˋㄊㄧˋ,đại thế,,thay; thế; thế chỗ; thay thế; thay chân,以甲换乙，起乙的作用【以甲換乙，起乙的作用】,你代替他去一趟吧!,nǐ dàitì tā qù yī tàng ba!,Anh đi thay anh ấy một chuyến nhé!,A + 代替 + B + Động từ,代替者ĐẠI THẾ GIẢ; 包办代替【包辦代替】BAO BIỆN ĐẠI THẾ; 代替父母ĐẠI THẾ PHỤ MẪU; 代表【代錶】ĐẠI BIỂU; 取代THỦ ĐẠI,NHÂN 人Số nét: 5,5,ノ丨一フ丶,
待遇,指權利、社會地位等,dàiyù,ㄉㄞˋㄩˋ,đãi ngộ,,"đãi ngộ (quyền lợi, địa vị xã hội); đãi ngộ (vật chất)",指权利、社会地位等【指權利、社會地位等】,我们的待遇很公平。【我們的待遇很公平。】,wǒmen de dàiyù hěn gōngpíng.,Đãi ngộ của chúng tôi rất công bằng.,待遇（+Phó từ）+ Hình dung từ（好/ 高/ 低/ 不错）,待遇好ĐÃI NGỘ HẢO; 福利待遇PHÚC LỢI ĐÃI NGỘ; 希望待遇HY VỌNG ĐÃI NGỘ; 优惠待遇【優惠待遇】ƯU HUỆ ĐÃI NGỘ; 工资【工資】CÔNG TƯ,XÍCH 彳Số nét: 9,9,ノノ丨一丨一一丨丶,
担保,擔保,dānbǎo,ㄉㄢㄅㄠˇ,đảm bảo,,đảm bảo; bảo đảm; cam đoan; quả quyết,表示负责，保证不出问题或一定办到【錶示負責，保證不齣問題或一定辦到】,出不了事，我敢担保。【齣不了事，我敢擔保。】,"chū bùliǎo shì, wǒ gǎn dānbǎo.","Không xảy ra chuyện gì đâu, tôi đảm bảo.",Chủ ngữ + 敢/不敢 + (向谁) + 担保,担保书【擔保書】ĐẢM BẢO THƯ; 担保地位【擔保地位】ĐẢM BẢO ĐỊA VỊ; 银行担保【銀行擔保】NGÂN HÀNH ĐẢM BẢO; 担保契据【擔保契據】ĐẢM BẢO KHẾ CỨ; 保证【保證】BẢO CHỨNG,THỦ 手Số nét: 8,8,一丨一丨フ一一一,
单,單,dān,ㄉㄢ,đơn,,đơn; mỏng (chỉ có một lớp); riêng; riêng lẻ; một mình; số lẻ; yếu; yếu ớt; mỏng manh; đơn giản; đơn điệu; chăn; ga (vải đơn lớp để trải giường hoặc đắp); tờ khai; tờ đơn; hóa đơn; thực đơn; họ Đan; chỉ; chỉ có,（衣物等）只有一层的【衣物等隻有一層的】,他穿了一件单褂儿。【他穿了一件單褂兒。】,tā chuānle yī jiàn dān guàr.,Anh ấy mặc một chiếc áo khoác mỏng.,,简单【簡單】GIẢN ĐƠN; 菜单【菜單】THÁI ĐƠN; 买单【買單】MÃI ĐƠN; 单位【單位】ĐƠN VỊ; 双【雙】SONG,THẬP 十Số nét: 8,8,丶ノ丨フ一一一丨,
单纯,單純,dānchún,ㄉㄢㄔㄨㄣˊ,đơn thuần,,đơn thuần; đơn giản; không phức tạp; chỉ; đơn thuần; đơn giản,简单纯一;不复杂【簡單純一;不復雜】,这个问题很单纯。【這個問題很單純。】,zhège wèntí hěn dānchún.,Vấn đề này rất đơn giản.,A + Phó từ + 单纯,单纯词【單純詞】ĐƠN THUẦN TỪ; 单纯疱疹【單純皰疹】ĐƠN THUẦN BÀO CHẨN; 城府THÀNH PHỦ; 繁杂【繁雜】PHỒN TẠP; 纷繁【紛繁】PHÂN PHỒN,THẬP 十Số nét: 8,8,丶ノ丨フ一一一丨,
单调,單調,dāndiào,ㄉㄢㄉㄧㄠˋ,đơn điệu,,đơn điệu; đơn giản,简单重复而缺少变化【簡單重復而缺少變化】,这首音乐听起来很单调。【這首音樂聽起來很單調。】,zhè shǒu yīnyuè tīng qǐlái hěn dāndiào.,Bản nhạc này nghe rất đơn điệu.,太/十分/很 + 单调,单调乏味【單調乏味】ĐƠN ĐIỆU PHẠP VỊ; 丰富【豐富】PHONG PHÚ; 复杂【復雜】PHỤC.PHÚ.PHÚC.PHỨC TẠP; 缤纷【繽紛】TÂN PHÂN; 繁杂【繁雜】PHỒN TẠP,THẬP 十Số nét: 8,8,丶ノ丨フ一一一丨,
单独,單獨,dāndú,ㄉㄢㄉㄨˊ,đơn độc,,riêng; đơn độc; một mình; lẻ loi; riêng; tư; riêng biệt,不跟别的合在一起;独自【不跟別的閤在一起;獨自】,我想单独跟你聊聊。【我想單獨跟你聊聊。】,wǒ xiǎng dāndú gēn nǐ liáo liáo.,Tôi muốn nói chuyện riêng với bạn.,,单独杀怪【單獨殺怪】ĐƠN ĐỘC SÁT QUÁI; 单独洗衣【單獨洗衣】ĐƠN ĐỘC TẨY Y; 共同【共衕】CỘNG ĐỒNG; 陪伴BỒI BẠN; 众多【眾/衆多】CHÚNG ĐA,THẬP 十Số nét: 8,8,丶ノ丨フ一一一丨,
担任,擔任,dānrèn,ㄉㄢㄖㄣˋ,đảm nhiệm,,đảm nhiệm; đảm đương; giữ chức,担当某种职务或工作【擔當某種職務或工作】,他担任这个职务已经三年了。【他擔任這個職務已經三年了。】,tā dānrèn zhège zhíwù yǐjīng sān niánle.,Ông ta đã đảm nhiệm vị trí này trong ba năm.,A + 由 + B + （来）+ 担任,离职【離職】LI CHỨC; 卸任TÁ NHẬM; 负责【負責】PHỤ TRÁCH; 掌握CHƯỞNG ÁC; 承担【承擔】THỪA ĐẢM,THỦ 手Số nét: 8,8,一丨一丨フ一一一,
担心,擔心,dānxīn,ㄉㄢㄒㄧㄣ,đảm tâm,,lo; lo lắng; lo nghĩ; trằn trọc; không yên lòng,放心不下,一切都顺利，请不要担心。【一切都順利，請不要擔心。】,"yīqiè dōu shùnlì, qǐng bùyào dānxīn.","Mọi thứ đều thuận lợi, xin đừng lo lắng.",替/为 + Ai đó + 担心,瞎担心【瞎擔心】HẠT ĐẢM TÂM; 担心的是【擔心的是】ĐẢM TÂM ĐÍCH THỊ; 放心PHÓNG TÂM; 安心AN TÂM; 想念【想唸】TƯỞNG NIỆM,THỦ 手Số nét: 8,8,一丨一丨フ一一一,
淡,(味道)不濃；不鹹,dàn,ㄉㄢˋ,đạm,,nhạt; lạt (mùi vị); nhạt; lợt (màu sắc); lãnh đạm; lạnh nhạt; không nhiệt tình; nhạt; hờ hững; thờ ơ; nhạt; loãng; mỏng; thưa; ế; ế ẩm (kinh doanh); nhạt nhẽo; vô vị; vặt vãnh; họ Đạm,(味道) 不浓；不咸【(味道)不濃；不鹹】,这汤味道有点淡了。【這湯味道有點淡了。】,zhè tāng wèidào yǒudiǎn dànle.,Món canh này vị hơi nhạt.,Chủ ngữ + 很/不/有点儿 + 淡,清淡; 冷淡; 平淡; 淡季; 深,THUỶ 水Số nét: 11,11,丶丶一丶ノノ丶丶ノノ丶,
